Мандант;Роль;ИмяПользоват;Начальная дата;Конечная дата;Исключая;Дата;Время;Метка UTC-времени в краткой форме (ГГГГМ;Присвоение из орг. менеджмента HR;Присвоение из групповой роли
400;ZUBI000_BRD30007;XDOAAP02;25.12.2017;31.12.9999;;27.12.2017;18:48:04;0;;
400;ZUBI000_BRD30007;XDOAEI01;25.12.2017;31.12.9999;;27.12.2017;18:48:09;0;;
400;ZUBI000_BRD30007;XDOBKA01;25.12.2017;31.12.9999;;25.12.2017;12:29:00;0;;
400;ZUBI000_BRD30007;XDOBOG;25.12.2017;31.12.9999;;27.12.2017;18:48:14;0;;
400;ZUBI000_BRD30007;XDOBTA03;25.12.2017;31.12.9999;;25.12.2017;12:29:19;0;;
400;ZUBI000_BRD30007;XDOCAS05;25.12.2017;31.12.9999;;27.12.2017;18:48:15;0;;
400;ZUBI000_BRD30007;XDOCIY;23.07.2018;31.12.9999;;23.07.2018;17:27:58;0;;
400;ZUBI000_BRD30007;XDODAV23;25.12.2017;31.12.9999;;27.12.2017;18:48:17;0;;
400;ZUBI000_BRD30007;XDODTV03;25.12.2017;31.12.9999;;27.12.2017;18:48:19;0;;
400;ZUBI000_BRD30007;XDOEAN05;23.07.2018;31.12.9999;;23.07.2018;14:33:01;0;;
400;ZUBI000_BRD30007;XDOEAN06;25.12.2017;31.12.9999;;25.12.2017;12:29:59;0;;
400;ZUBI000_BRD30007;XDOFES;22.05.2018;31.12.9999;;22.05.2018;14:38:01;0;;
400;ZUBI000_BRD30007;XDOFSA03;25.12.2017;31.12.9999;;25.12.2017;12:30:16;0;;
400;ZUBI000_BRD30007;XDOGAV12;23.07.2018;31.12.9999;;23.07.2018;17:28:00;0;;
400;ZUBI000_BRD30007;XDOGAV14;23.07.2018;31.12.9999;;23.07.2018;17:28:00;0;;
400;ZUBI000_BRD30007;XDOGNG03;25.12.2017;31.12.9999;;27.12.2017;18:48:22;0;;
400;ZUBI000_BRD30007;XDOGSV11;23.07.2018;31.12.9999;;23.07.2018;17:28:01;0;;
400;ZUBI000_BRD30007;XDOKAG07;25.12.2017;31.12.9999;;25.12.2017;12:31:07;0;;
400;ZUBI000_BRD30007;XDOKAN09;25.12.2017;31.12.9999;;25.12.2017;12:31:11;0;;
400;ZUBI000_BRD30007;XDOKAV40;23.07.2018;31.12.9999;;23.07.2018;17:28:01;0;;
400;ZUBI000_BRD30007;XDOKEV24;25.12.2017;31.12.9999;;25.12.2017;12:31:28;0;;
400;ZUBI000_BRD30007;XDOKIY;25.12.2017;31.12.9999;;27.12.2017;18:48:26;0;;
400;ZUBI000_BRD30007;XDOKMM01;25.12.2017;31.12.9999;;27.12.2017;18:48:30;0;;
400;ZUBI000_BRD30007;XDOKMM03;25.12.2017;31.12.9999;;27.12.2017;18:48:32;0;;
400;ZUBI000_BRD30007;XDOKNA18;25.12.2017;31.12.9999;;27.12.2017;18:48:33;0;;
400;ZUBI000_BRD30007;XDOKNS03;25.12.2017;31.12.9999;;27.12.2017;18:48:35;0;;
400;ZUBI000_BRD30007;XDOKTA07;23.07.2018;31.12.9999;;23.07.2018;14:33:02;0;;
400;ZUBI000_BRD30007;XDOKVV36;25.12.2017;31.12.9999;;11.04.2018;13:58:00;0;;
400;ZUBI000_BRD30007;XDOLAB;25.12.2017;31.12.9999;;25.12.2017;12:32:53;0;;
400;ZUBI000_BRD30007;XDOMIF;25.12.2017;31.12.9999;;27.12.2017;18:48:41;0;;
400;ZUBI000_BRD30007;XDOMIG;25.12.2017;31.12.9999;;27.12.2017;18:48:44;0;;
400;ZUBI000_BRD30007;XDOMOV09;25.12.2017;31.12.9999;;27.12.2017;18:48:46;0;;
400;ZUBI000_BRD30007;XDOMRI;25.12.2017;31.12.9999;;25.12.2017;12:33:37;0;;
400;ZUBI000_BRD30007;XDONVN03;24.07.2018;31.12.9999;;24.07.2018;11:03:11;0;;
400;ZUBI000_BRD30007;XDOPDV07;25.12.2017;31.12.9999;;27.12.2017;18:48:50;0;;
400;ZUBI000_BRD30007;XDOPIP;25.12.2017;31.12.9999;;27.12.2017;18:48:51;0;;
400;ZUBI000_BRD30007;XDOPSV06;25.12.2017;31.12.9999;;27.12.2017;18:48:53;0;;
400;ZUBI000_BRD30007;XDORSG;22.05.2018;31.12.9999;;22.05.2018;14:38:05;0;;
400;ZUBI000_BRD30007;XDOSAN14;25.12.2017;31.12.9999;;27.12.2017;18:48:58;0;;
400;ZUBI000_BRD30007;XDOSDS07;25.12.2017;31.12.9999;;27.12.2017;18:48:59;0;;
400;ZUBI000_BRD30007;XDOSGN01;25.12.2017;31.12.9999;;27.12.2017;18:49:03;0;;
400;ZUBI000_BRD30007;XDOSIA13;22.05.2018;31.12.9999;;22.05.2018;14:38:07;0;;
400;ZUBI000_BRD30007;XDOSNE;25.12.2017;31.12.9999;;27.12.2017;18:49:09;0;;
400;ZUBI000_BRD30007;XDOSOA19;25.12.2017;31.12.9999;;27.12.2017;18:49:11;0;;
400;ZUBI000_BRD30007;XDOSPV01;23.07.2018;31.12.9999;;23.07.2018;17:28:03;0;;
400;ZUBI000_BRD30007;XDOSSI02;25.12.2017;31.12.9999;;27.12.2017;18:49:12;0;;
400;ZUBI000_BRD30007;XDOSYV10;25.12.2017;31.12.9999;;25.12.2017;12:35:27;0;;
400;ZUBI000_BRD30007;XDOTMA04;25.12.2017;31.12.9999;;27.12.2017;18:49:17;0;;
400;ZUBI000_BRD30007;XDOTTN;25.12.2017;31.12.9999;;25.12.2017;12:35:39;0;;
400;ZUBI000_BRD30007;XDOVAI01;25.12.2017;31.12.9999;;25.12.2017;12:35:49;0;;
400;ZUBI000_BRD30007;XDOVIE02;23.07.2018;31.12.9999;;23.07.2018;14:33:05;0;;
400;ZUBI000_BRD30007;XDOVKR;25.12.2017;31.12.9999;;27.12.2017;18:49:19;0;;
400;ZUBI000_BRD30007;XDOVNV13;25.12.2017;31.12.9999;;27.12.2017;18:49:21;0;;
400;ZUBI000_BRD30007;XDOVYA01;25.12.2017;31.12.9999;;27.12.2017;18:49:23;0;;
400;ZUBI000_BRD30007;XDOZEM01;23.07.2018;31.12.9999;;23.07.2018;17:28:04;0;;
400;ZUBI000_BRD30007;XDOZID;25.12.2017;31.12.9999;;27.12.2017;18:49:24;0;;
400;ZUBI000_BRD30008;XDOAAP02;25.12.2017;31.12.9999;;27.12.2017;18:48:04;0;;
400;ZUBI000_BRD30008;XDOAEI01;25.12.2017;31.12.9999;;27.12.2017;18:48:09;0;;
400;ZUBI000_BRD30008;XDOBDS01;25.12.2017;31.12.9999;;27.12.2017;18:48:13;0;;
400;ZUBI000_BRD30008;XDOBOG;25.12.2017;31.12.9999;;27.12.2017;18:48:14;0;;
400;ZUBI000_BRD30008;XDOBTA03;25.12.2017;31.12.9999;;25.12.2017;12:29:19;0;;
400;ZUBI000_BRD30008;XDOCAS05;25.12.2017;31.12.9999;;27.12.2017;18:48:15;0;;
400;ZUBI000_BRD30008;XDODAV23;25.12.2017;31.12.9999;;27.12.2017;18:48:17;0;;
400;ZUBI000_BRD30008;XDODTV03;25.12.2017;31.12.9999;;27.12.2017;18:48:19;0;;
400;ZUBI000_BRD30008;XDOEAN06;25.12.2017;31.12.9999;;25.12.2017;12:29:59;0;;
400;ZUBI000_BRD30008;XDOFES;22.05.2018;31.12.9999;;22.05.2018;14:38:01;0;;
400;ZUBI000_BRD30008;XDOGNG03;25.12.2017;31.12.9999;;27.12.2017;18:48:22;0;;
400;ZUBI000_BRD30008;XDOIVY;25.12.2017;31.12.9999;;25.12.2017;12:30:59;0;;
400;ZUBI000_BRD30008;XDOKAN09;22.05.2018;31.12.9999;;22.05.2018;14:38:03;0;;
400;ZUBI000_BRD30008;XDOKIY;25.12.2017;31.12.9999;;27.12.2017;18:48:26;0;;
400;ZUBI000_BRD30008;XDOKMM01;25.12.2017;31.12.9999;;27.12.2017;18:48:30;0;;
400;ZUBI000_BRD30008;XDOKMM03;25.12.2017;31.12.9999;;27.12.2017;18:48:32;0;;
400;ZUBI000_BRD30008;XDOKNA18;25.12.2017;31.12.9999;;27.12.2017;18:48:33;0;;
400;ZUBI000_BRD30008;XDOKNS03;25.12.2017;31.12.9999;;27.12.2017;18:48:35;0;;
400;ZUBI000_BRD30008;XDOKVV36;25.12.2017;31.12.9999;;11.04.2018;13:58:00;0;;
400;ZUBI000_BRD30008;XDOLAB;25.12.2017;31.12.9999;;25.12.2017;12:32:53;0;;
400;ZUBI000_BRD30008;XDOMIF;25.12.2017;31.12.9999;;27.12.2017;18:48:41;0;;
400;ZUBI000_BRD30008;XDOMIG;25.12.2017;31.12.9999;;27.12.2017;18:48:44;0;;
400;ZUBI000_BRD30008;XDOMOV09;25.12.2017;31.12.9999;;27.12.2017;18:48:46;0;;
400;ZUBI000_BRD30008;XDOMRI;22.05.2018;31.12.9999;;22.05.2018;14:38:05;0;;
400;ZUBI000_BRD30008;XDONOA05;25.12.2017;31.12.9999;;25.12.2017;12:33:48;0;;
400;ZUBI000_BRD30008;XDOPDV07;25.12.2017;31.12.9999;;27.12.2017;18:48:50;0;;
400;ZUBI000_BRD30008;XDOPIP;25.12.2017;31.12.9999;;27.12.2017;18:48:51;0;;
400;ZUBI000_BRD30008;XDOPLV;22.05.2018;31.12.9999;;22.05.2018;14:38:05;0;;
400;ZUBI000_BRD30008;XDOPSV06;25.12.2017;31.12.9999;;27.12.2017;18:48:53;0;;
400;ZUBI000_BRD30008;XDORSG;22.05.2018;31.12.9999;;22.05.2018;14:38:05;0;;
400;ZUBI000_BRD30008;XDOSAN14;25.12.2017;31.12.9999;;27.12.2017;18:48:58;0;;
400;ZUBI000_BRD30008;XDOSDS07;25.12.2017;31.12.9999;;27.12.2017;18:48:59;0;;
400;ZUBI000_BRD30008;XDOSGN01;25.12.2017;31.12.9999;;27.12.2017;18:49:03;0;;
400;ZUBI000_BRD30008;XDOSIA13;22.05.2018;31.12.9999;;22.05.2018;14:38:07;0;;
400;ZUBI000_BRD30008;XDOSNE;25.12.2017;31.12.9999;;27.12.2017;18:49:09;0;;
400;ZUBI000_BRD30008;XDOSOA19;25.12.2017;31.12.9999;;27.12.2017;18:49:11;0;;
400;ZUBI000_BRD30008;XDOSSI02;25.12.2017;31.12.9999;;27.12.2017;18:49:12;0;;
400;ZUBI000_BRD30008;XDOTMA04;25.12.2017;31.12.9999;;27.12.2017;18:49:17;0;;
400;ZUBI000_BRD30008;XDOVAI01;25.12.2017;31.12.9999;;25.12.2017;12:35:49;0;;
400;ZUBI000_BRD30008;XDOVKR;25.12.2017;31.12.9999;;27.12.2017;18:49:19;0;;
400;ZUBI000_BRD30008;XDOVNV13;25.12.2017;31.12.9999;;27.12.2017;18:49:21;0;;
400;ZUBI000_BRD30008;XDOVYA01;25.12.2017;31.12.9999;;27.12.2017;18:49:23;0;;
400;ZUBI000_BRD30008;XDOZID;25.12.2017;31.12.9999;;27.12.2017;18:49:24;0;;
400;ZUBI000_BRD30009;XDOAAP02;25.12.2017;31.12.9999;;27.12.2017;18:48:04;0;;
400;ZUBI000_BRD30009;XDOAEI01;25.12.2017;31.12.9999;;27.12.2017;18:48:09;0;;
400;ZUBI000_BRD30009;XDOBOG;25.12.2017;31.12.9999;;27.12.2017;18:48:14;0;;
400;ZUBI000_BRD30009;XDOCAS05;25.12.2017;31.12.9999;;27.12.2017;18:48:15;0;;
400;ZUBI000_BRD30009;XDOCIY;23.07.2018;31.12.9999;;23.07.2018;17:27:58;0;;
400;ZUBI000_BRD30009;XDODAV23;25.12.2017;31.12.9999;;27.12.2017;18:48:17;0;;
400;ZUBI000_BRD30009;XDODTV03;25.12.2017;31.12.9999;;27.12.2017;18:48:19;0;;
400;ZUBI000_BRD30009;XDOEAN06;25.12.2017;31.12.9999;;25.12.2017;12:29:59;0;;
400;ZUBI000_BRD30009;XDOFES;22.05.2018;31.12.9999;;22.05.2018;14:38:01;0;;
400;ZUBI000_BRD30009;XDOGAV14;23.07.2018;31.12.9999;;23.07.2018;17:28:00;0;;
400;ZUBI000_BRD30009;XDOGNG03;25.12.2017;31.12.9999;;27.12.2017;18:48:22;0;;
400;ZUBI000_BRD30009;XDOIVY;25.12.2017;31.12.9999;;25.12.2017;12:30:59;0;;
400;ZUBI000_BRD30009;XDOKAG07;25.12.2017;31.12.9999;;25.12.2017;12:31:07;0;;
400;ZUBI000_BRD30009;XDOKAV40;23.07.2018;31.12.9999;;23.07.2018;17:28:01;0;;
400;ZUBI000_BRD30009;XDOKIY;25.12.2017;31.12.9999;;27.12.2017;18:48:26;0;;
400;ZUBI000_BRD30009;XDOKMM01;25.12.2017;31.12.9999;;27.12.2017;18:48:30;0;;
400;ZUBI000_BRD30009;XDOKMM03;25.12.2017;31.12.9999;;27.12.2017;18:48:32;0;;
400;ZUBI000_BRD30009;XDOKNA18;25.12.2017;31.12.9999;;27.12.2017;18:48:33;0;;
400;ZUBI000_BRD30009;XDOKNS03;25.12.2017;31.12.9999;;27.12.2017;18:48:35;0;;
400;ZUBI000_BRD30009;XDOKVV36;25.12.2017;31.12.9999;;11.04.2018;13:58:00;0;;
400;ZUBI000_BRD30009;XDOLAB;25.12.2017;31.12.9999;;25.12.2017;12:32:53;0;;
400;ZUBI000_BRD30009;XDOMIF;25.12.2017;31.12.9999;;27.12.2017;18:48:41;0;;
400;ZUBI000_BRD30009;XDOMIG;25.12.2017;31.12.9999;;27.12.2017;18:48:44;0;;
400;ZUBI000_BRD30009;XDOMOV09;25.12.2017;31.12.9999;;27.12.2017;18:48:46;0;;
400;ZUBI000_BRD30009;XDONOA05;25.12.2017;31.12.9999;;25.12.2017;12:33:48;0;;
400;ZUBI000_BRD30009;XDOPDV07;25.12.2017;31.12.9999;;27.12.2017;18:48:50;0;;
400;ZUBI000_BRD30009;XDOPIP;25.12.2017;31.12.9999;;27.12.2017;18:48:51;0;;
400;ZUBI000_BRD30009;XDOPSV06;25.12.2017;31.12.9999;;27.12.2017;18:48:53;0;;
400;ZUBI000_BRD30009;XDORSG;22.05.2018;31.12.9999;;22.05.2018;14:38:05;0;;
400;ZUBI000_BRD30009;XDOSAN14;25.12.2017;31.12.9999;;27.12.2017;18:48:58;0;;
400;ZUBI000_BRD30009;XDOSDS07;25.12.2017;31.12.9999;;27.12.2017;18:48:59;0;;
400;ZUBI000_BRD30009;XDOSGN01;25.12.2017;31.12.9999;;27.12.2017;18:49:03;0;;
400;ZUBI000_BRD30009;XDOSIA13;22.05.2018;31.12.9999;;22.05.2018;14:38:07;0;;
400;ZUBI000_BRD30009;XDOSNE;25.12.2017;31.12.9999;;27.12.2017;18:49:09;0;;
400;ZUBI000_BRD30009;XDOSOA19;25.12.2017;31.12.9999;;27.12.2017;18:49:11;0;;
400;ZUBI000_BRD30009;XDOSSI02;25.12.2017;31.12.9999;;27.12.2017;18:49:12;0;;
400;ZUBI000_BRD30009;XDOTMA04;25.12.2017;31.12.9999;;27.12.2017;18:49:17;0;;
400;ZUBI000_BRD30009;XDOVKR;25.12.2017;31.12.9999;;27.12.2017;18:49:19;0;;
400;ZUBI000_BRD30009;XDOVNV13;25.12.2017;31.12.9999;;27.12.2017;18:49:21;0;;
400;ZUBI000_BRD30009;XDOVYA01;25.12.2017;31.12.9999;;27.12.2017;18:49:23;0;;
400;ZUBI000_BRD30009;XDOZEM01;23.07.2018;31.12.9999;;23.07.2018;17:28:04;0;;
400;ZUBI000_BRD30009;XDOZID;25.12.2017;31.12.9999;;27.12.2017;18:49:24;0;;
400;ZUBI000_BRD30010;XDOAAP02;25.12.2017;31.12.9999;;27.12.2017;18:48:04;0;;
400;ZUBI000_BRD30010;XDOAEI01;25.12.2017;31.12.9999;;27.12.2017;18:48:09;0;;
400;ZUBI000_BRD30010;XDOBOG;25.12.2017;31.12.9999;;27.12.2017;18:48:14;0;;
400;ZUBI000_BRD30010;XDOCAS05;25.12.2017;31.12.9999;;27.12.2017;18:48:15;0;;
400;ZUBI000_BRD30010;XDODAV23;25.12.2017;31.12.9999;;27.12.2017;18:48:17;0;;
400;ZUBI000_BRD30010;XDODTV03;25.12.2017;31.12.9999;;27.12.2017;18:48:19;0;;
400;ZUBI000_BRD30010;XDOEAN06;25.12.2017;31.12.9999;;25.12.2017;12:29:59;0;;
400;ZUBI000_BRD30010;XDOFES;22.05.2018;31.12.9999;;22.05.2018;14:38:01;0;;
400;ZUBI000_BRD30010;XDOGAR04;20.02.2018;31.12.9999;;20.02.2018;14:57:55;0;;
400;ZUBI000_BRD30010;XDOGNG03;25.12.2017;31.12.9999;;27.12.2017;18:48:22;0;;
400;ZUBI000_BRD30010;XDOKAG07;25.12.2017;31.12.9999;;25.12.2017;12:31:07;0;;
400;ZUBI000_BRD30010;XDOKIY;25.12.2017;31.12.9999;;27.12.2017;18:48:26;0;;
400;ZUBI000_BRD30010;XDOKMM01;25.12.2017;31.12.9999;;27.12.2017;18:48:30;0;;
400;ZUBI000_BRD30010;XDOKMM03;25.12.2017;31.12.9999;;27.12.2017;18:48:32;0;;
400;ZUBI000_BRD30010;XDOKNA18;25.12.2017;31.12.9999;;27.12.2017;18:48:33;0;;
400;ZUBI000_BRD30010;XDOKNS03;25.12.2017;31.12.9999;;27.12.2017;18:48:35;0;;
400;ZUBI000_BRD30010;XDOKVV36;25.12.2017;31.12.9999;;11.04.2018;13:58:00;0;;
400;ZUBI000_BRD30010;XDOMIF;25.12.2017;31.12.9999;;27.12.2017;18:48:41;0;;
400;ZUBI000_BRD30010;XDOMIG;25.12.2017;31.12.9999;;27.12.2017;18:48:44;0;;
400;ZUBI000_BRD30010;XDOMOV09;25.12.2017;31.12.9999;;27.12.2017;18:48:46;0;;
400;ZUBI000_BRD30010;XDOPDV07;25.12.2017;31.12.9999;;27.12.2017;18:48:50;0;;
400;ZUBI000_BRD30010;XDOPIP;25.12.2017;31.12.9999;;27.12.2017;18:48:51;0;;
400;ZUBI000_BRD30010;XDOPLV;22.05.2018;31.12.9999;;22.05.2018;14:38:05;0;;
400;ZUBI000_BRD30010;XDOPSV06;25.12.2017;31.12.9999;;27.12.2017;18:48:53;0;;
400;ZUBI000_BRD30010;XDORSG;22.05.2018;31.12.9999;;22.05.2018;14:38:05;0;;
400;ZUBI000_BRD30010;XDOSAN14;25.12.2017;31.12.9999;;27.12.2017;18:48:58;0;;
400;ZUBI000_BRD30010;XDOSDS07;25.12.2017;31.12.9999;;27.12.2017;18:48:59;0;;
400;ZUBI000_BRD30010;XDOSGN01;25.12.2017;31.12.9999;;27.12.2017;18:49:03;0;;
400;ZUBI000_BRD30010;XDOSIA13;22.05.2018;31.12.9999;;22.05.2018;14:38:07;0;;
400;ZUBI000_BRD30010;XDOSNE;25.12.2017;31.12.9999;;27.12.2017;18:49:09;0;;
400;ZUBI000_BRD30010;XDOSOA19;25.12.2017;31.12.9999;;27.12.2017;18:49:11;0;;
400;ZUBI000_BRD30010;XDOSSI02;25.12.2017;31.12.9999;;27.12.2017;18:49:12;0;;
400;ZUBI000_BRD30010;XDOTMA04;25.12.2017;31.12.9999;;27.12.2017;18:49:17;0;;
400;ZUBI000_BRD30010;XDOVKR;25.12.2017;31.12.9999;;27.12.2017;18:49:19;0;;
400;ZUBI000_BRD30010;XDOVNV13;25.12.2017;31.12.9999;;27.12.2017;18:49:21;0;;
400;ZUBI000_BRD30010;XDOVYA01;25.12.2017;31.12.9999;;27.12.2017;18:49:23;0;;
400;ZUBI000_BRD30010;XDOZID;25.12.2017;31.12.9999;;27.12.2017;18:49:24;0;;
400;ZUBI000_BRD30011;XDOAAP02;25.12.2017;31.12.9999;;27.12.2017;18:48:04;0;;
400;ZUBI000_BRD30011;XDOAEI01;25.12.2017;31.12.9999;;27.12.2017;18:48:09;0;;
400;ZUBI000_BRD30011;XDOANS03;25.12.2017;31.12.9999;;27.12.2017;18:48:12;0;;
400;ZUBI000_BRD30011;XDOBDS01;25.12.2017;31.12.9999;;27.12.2017;18:48:13;0;;
400;ZUBI000_BRD30011;XDOBOG;25.12.2017;31.12.9999;;27.12.2017;18:48:14;0;;
400;ZUBI000_BRD30011;XDOBTA03;25.12.2017;31.12.9999;;25.12.2017;12:29:19;0;;
400;ZUBI000_BRD30011;XDOCAS05;25.12.2017;31.12.9999;;27.12.2017;18:48:15;0;;
400;ZUBI000_BRD30011;XDODAV23;25.12.2017;31.12.9999;;27.12.2017;18:48:17;0;;
400;ZUBI000_BRD30011;XDODTV03;25.12.2017;31.12.9999;;27.12.2017;18:48:19;0;;
400;ZUBI000_BRD30011;XDOEAN06;25.12.2017;31.12.9999;;25.12.2017;12:29:59;0;;
400;ZUBI000_BRD30011;XDOFES;22.05.2018;31.12.9999;;22.05.2018;14:38:01;0;;
400;ZUBI000_BRD30011;XDOGNG03;25.12.2017;31.12.9999;;27.12.2017;18:48:22;0;;
400;ZUBI000_BRD30011;XDOKAG07;25.12.2017;31.12.9999;;25.12.2017;12:31:07;0;;
400;ZUBI000_BRD30011;XDOKIY;25.12.2017;31.12.9999;;27.12.2017;18:48:26;0;;
400;ZUBI000_BRD30011;XDOKMM01;25.12.2017;31.12.9999;;27.12.2017;18:48:30;0;;
400;ZUBI000_BRD30011;XDOKMM03;25.12.2017;31.12.9999;;27.12.2017;18:48:32;0;;
400;ZUBI000_BRD30011;XDOKNA18;25.12.2017;31.12.9999;;27.12.2017;18:48:33;0;;
400;ZUBI000_BRD30011;XDOKNS03;25.12.2017;31.12.9999;;27.12.2017;18:48:35;0;;
400;ZUBI000_BRD30011;XDOKRV03;25.12.2017;31.12.9999;;27.12.2017;18:48:36;0;;
400;ZUBI000_BRD30011;XDOKVV36;25.12.2017;31.12.9999;;11.04.2018;13:58:00;0;;
400;ZUBI000_BRD30011;XDOMIF;25.12.2017;31.12.9999;;27.12.2017;18:48:41;0;;
400;ZUBI000_BRD30011;XDOMIG;25.12.2017;31.12.9999;;27.12.2017;18:48:44;0;;
400;ZUBI000_BRD30011;XDOMOV09;25.12.2017;31.12.9999;;27.12.2017;18:48:46;0;;
400;ZUBI000_BRD30011;XDOMRI;25.12.2017;31.12.9999;;25.12.2017;12:33:37;0;;
400;ZUBI000_BRD30011;XDONNA06;25.12.2017;31.12.9999;;27.12.2017;18:48:49;0;;
400;ZUBI000_BRD30011;XDOPDV07;25.12.2017;31.12.9999;;27.12.2017;18:48:50;0;;
400;ZUBI000_BRD30011;XDOPIP;25.12.2017;31.12.9999;;27.12.2017;18:48:51;0;;
400;ZUBI000_BRD30011;XDOPSV06;25.12.2017;31.12.9999;;27.12.2017;18:48:53;0;;
400;ZUBI000_BRD30011;XDORSG;22.05.2018;31.12.9999;;22.05.2018;14:38:05;0;;
400;ZUBI000_BRD30011;XDOSAN14;25.12.2017;31.12.9999;;27.12.2017;18:48:58;0;;
400;ZUBI000_BRD30011;XDOSDS07;25.12.2017;31.12.9999;;27.12.2017;18:48:59;0;;
400;ZUBI000_BRD30011;XDOSEV21;25.12.2017;31.12.9999;;27.12.2017;18:49:02;0;;
400;ZUBI000_BRD30011;XDOSGN01;25.12.2017;31.12.9999;;27.12.2017;18:49:03;0;;
400;ZUBI000_BRD30011;XDOSIA13;22.05.2018;31.12.9999;;22.05.2018;14:38:07;0;;
400;ZUBI000_BRD30011;XDOSIG03;25.12.2017;31.12.9999;;27.12.2017;18:49:07;0;;
400;ZUBI000_BRD30011;XDOSNE;25.12.2017;31.12.9999;;27.12.2017;18:49:09;0;;
400;ZUBI000_BRD30011;XDOSOA19;25.12.2017;31.12.9999;;27.12.2017;18:49:11;0;;
400;ZUBI000_BRD30011;XDOSSI02;25.12.2017;31.12.9999;;27.12.2017;18:49:12;0;;
400;ZUBI000_BRD30011;XDOTEV05;25.12.2017;31.12.9999;;27.12.2017;18:49:16;0;;
400;ZUBI000_BRD30011;XDOTMA04;25.12.2017;31.12.9999;;27.12.2017;18:49:17;0;;
400;ZUBI000_BRD30011;XDOVKR;25.12.2017;31.12.9999;;27.12.2017;18:49:19;0;;
400;ZUBI000_BRD30011;XDOVNV13;25.12.2017;31.12.9999;;27.12.2017;18:49:21;0;;
400;ZUBI000_BRD30011;XDOVYA01;25.12.2017;31.12.9999;;27.12.2017;18:49:23;0;;
400;ZUBI000_BRD30011;XDOZID;25.12.2017;31.12.9999;;27.12.2017;18:49:24;0;;
400;ZUBI000_BRD30012;XDOAAP02;25.12.2017;31.12.9999;;27.12.2017;18:48:04;0;;
400;ZUBI000_BRD30012;XDOAEI01;25.12.2017;31.12.9999;;27.12.2017;18:48:09;0;;
400;ZUBI000_BRD30012;XDOANS03;25.12.2017;31.12.9999;;27.12.2017;18:48:12;0;;
400;ZUBI000_BRD30012;XDOBAS10;15.02.2018;31.12.9999;;15.02.2018;11:38:06;0;;
400;ZUBI000_BRD30012;XDOBDS01;25.12.2017;31.12.9999;;27.12.2017;18:48:13;0;;
400;ZUBI000_BRD30012;XDOBOG;25.12.2017;31.12.9999;;27.12.2017;18:48:14;0;;
400;ZUBI000_BRD30012;XDOBTA03;25.12.2017;31.12.9999;;25.12.2017;12:29:19;0;;
400;ZUBI000_BRD30012;XDOCAS05;25.12.2017;31.12.9999;;27.12.2017;18:48:15;0;;
400;ZUBI000_BRD30012;XDOCVV03;25.12.2017;31.12.9999;;25.12.2017;12:29:37;0;;
400;ZUBI000_BRD30012;XDODAV23;25.12.2017;31.12.9999;;27.12.2017;18:48:17;0;;
400;ZUBI000_BRD30012;XDODTV03;25.12.2017;31.12.9999;;27.12.2017;18:48:19;0;;
400;ZUBI000_BRD30012;XDOEAN06;25.12.2017;31.12.9999;;25.12.2017;12:29:59;0;;
400;ZUBI000_BRD30012;XDOFAS01;23.07.2018;31.12.9999;;23.07.2018;17:27:59;0;;
400;ZUBI000_BRD30012;XDOFES;22.05.2018;31.12.9999;;22.05.2018;14:38:01;0;;
400;ZUBI000_BRD30012;XDOGAR04;20.02.2018;31.12.9999;;20.02.2018;14:57:55;0;;
400;ZUBI000_BRD30012;XDOGNG03;25.12.2017;31.12.9999;;27.12.2017;18:48:22;0;;
400;ZUBI000_BRD30012;XDOKAN09;25.12.2017;31.12.9999;;25.12.2017;12:31:11;0;;
400;ZUBI000_BRD30012;XDOKAV40;23.07.2018;31.12.9999;;23.07.2018;17:28:01;0;;
400;ZUBI000_BRD30012;XDOKIY;25.12.2017;31.12.9999;;27.12.2017;18:48:26;0;;
400;ZUBI000_BRD30012;XDOKMM01;25.12.2017;31.12.9999;;27.12.2017;18:48:30;0;;
400;ZUBI000_BRD30012;XDOKMM03;25.12.2017;31.12.9999;;27.12.2017;18:48:32;0;;
400;ZUBI000_BRD30012;XDOKNA18;25.12.2017;31.12.9999;;27.12.2017;18:48:33;0;;
400;ZUBI000_BRD30012;XDOKNS03;25.12.2017;31.12.9999;;27.12.2017;18:48:35;0;;
400;ZUBI000_BRD30012;XDOKNV22;25.12.2017;31.12.9999;;25.12.2017;12:32:09;0;;
400;ZUBI000_BRD30012;XDOKRV03;25.12.2017;31.12.9999;;27.12.2017;18:48:36;0;;
400;ZUBI000_BRD30012;XDOKSV21;23.07.2018;31.12.9999;;23.07.2018;17:28:01;0;;
400;ZUBI000_BRD30012;XDOKVV36;25.12.2017;31.12.9999;;11.04.2018;13:58:00;0;;
400;ZUBI000_BRD30012;XDOMIF;25.12.2017;31.12.9999;;27.12.2017;18:48:41;0;;
400;ZUBI000_BRD30012;XDOMIG;25.12.2017;31.12.9999;;27.12.2017;18:48:44;0;;
400;ZUBI000_BRD30012;XDOMIV05;25.12.2017;31.12.9999;;25.12.2017;12:33:28;0;;
400;ZUBI000_BRD30012;XDOMOV09;25.12.2017;31.12.9999;;27.12.2017;18:48:46;0;;
400;ZUBI000_BRD30012;XDOMRI;25.12.2017;31.12.9999;;25.12.2017;12:33:37;0;;
