Статьи доходов и расходов	МВЗ	ЦО3
3514010000	D100652200	D10022
3514010000	D100611600	D10022
3514010000	D100611700	D10022
3514010000	D100870000	D10022
3514010000	D100871200	D10022
3514020000	D100650400	D10003
3514020000	D100650700	D10006
3514020000	D100650800	D10007
3514020000	D100651100	D10012
3514020000	D100651300	D10014
3514020000	D100651900	D10019
3514020000	D100652000	D10019
3514030000	D100650000	D10022
3514030000	D100650200	D10022
3514030000	D100650300	D10022
3514030000	D100650400	D10022
3514030000	D100650500	D10022
3514030000	D100650600	D10022
3514030000	D100650700	D10022
3514030000	D100650800	D10022
3514030000	D100650900	D10022
3514030000	D100651000	D10022
3514030000	D100651100	D10022
3514030000	D100651200	D10022
3514030000	D100651300	D10022
3514030000	D100651400	D10022
3514030000	D100651500	D10022
3514030000	D100651600	D10022
3514030000	D100651700	D10022
3514030000	D100651800	D10022
3514030000	D100651900	D10022
3514030000	D100652000	D10022
3514030000	D100652100	D10022
3514030000	D100652200	D10022
3514030000	D100611600	D10022
3514030000	D100611700	D10022
3514030000	D100870000	D10022
3514030000	D100871200	D10022
3514040000	D100650000	D10002
3514040000	D100650200	D10002
3514040000	D100650300	D10002
3514040000	D100650400	D10002
3514040000	D100650500	D10002
3514040000	D100650600	D10002
3514040000	D100650700	D10002
3514040000	D100650800	D10002
3514040000	D100650900	D10002
3514040000	D100651000	D10002
3514040000	D100651100	D10002
3514040000	D100651200	D10002
3514040000	D100651300	D10002
3514040000	D100651400	D10002
3514040000	D100651500	D10002
3514040000	D100651600	D10002
3514040000	D100651700	D10002
3514040000	D100651800	D10002
3514040000	D100651900	D10002
3514040000	D100652000	D10002
3514040000	D100652100	D10002
3514040000	D100652200	D10002
3514040000	D100611600	D10002
3514040000	D100611700	D10002
3514040000	D100870000	D10002
3514040000	D100871200	D10002
3514050000	D100650000	D10010
3514050000	D100650200	D10010
3514050000	D100650300	D10010
3514050000	D100650400	D10010
3514050000	D100650500	D10010
3514050000	D100650600	D10010
3514050000	D100650700	D10010
3514050000	D100650800	D10010
3514050000	D100650900	D10010
3514050000	D100651000	D10010
3514050000	D100651100	D10010
3514050000	D100651200	D10010
3514050000	D100651300	D10010
3514050000	D100651400	D10010
3514050000	D100651500	D10010
3514050000	D100651600	D10010
3514050000	D100651700	D10010
3514050000	D100651800	D10010
3514050000	D100651900	D10010
3514050000	D100652000	D10010
3514050000	D100652100	D10010
3514050000	D100652200	D10010
3514050000	D100611600	D10010
3514050000	D100611700	D10010
3514050000	D100870000	D10010
3514050000	D100871200	D10010
3515010000	D100650000	D10012
3515010000	D100650200	D10012
3515010000	D100650300	D10012
3515010000	D100650400	D10012
3515010000	D100650500	D10012
3515010000	D100650600	D10012
3515010000	D100650700	D10012
3515010000	D100650800	D10012
3515010000	D100650900	D10012
3515010000	D100651000	D10012
3515010000	D100651100	D10012
3515010000	D100651200	D10012
3515010000	D100651300	D10012
3515010000	D100651400	D10012
3515010000	D100651500	D10012
3515010000	D100651600	D10012
3515010000	D100651700	D10012
3515010000	D100651800	D10012
3515010000	D100651900	D10012
3515010000	D100652000	D10012
3515010000	D100652100	D10012
3515010000	D100652200	D10012
3515010000	D100611600	D10012
3515010000	D100611700	D10012
3515010000	D100870000	D10012
3515010000	D100871200	D10012
3515020000	D100650000	D10007
3515020000	D100650200	D10007
3515020000	D100650300	D10007
3515020000	D100650400	D10007
3515020000	D100650500	D10007
3515020000	D100650600	D10007
3515020000	D100650700	D10007
3515020000	D100650800	D10007
3515020000	D100650900	D10007
3515020000	D100651000	D10007
3515020000	D100651100	D10007
3515020000	D100651200	D10007
3515020000	D100651300	D10007
3515020000	D100651400	D10007
3515020000	D100651500	D10007
3515020000	D100651600	D10007
3515020000	D100651700	D10007
3515020000	D100651800	D10007
3515020000	D100651900	D10007
3515020000	D100652000	D10007
3515020000	D100652100	D10007
3515020000	D100652200	D10007
3515020000	D100611600	D10007
3515020000	D100611700	D10007
3515020000	D100870000	D10007
3515020000	D100871200	D10007
3515030000	D100650000	D10012
3515030000	D100650200	D10012
3515030000	D100650300	D10012
3515030000	D100650400	D10012
3515030000	D100650500	D10012
3515030000	D100650600	D10012
3515030000	D100650700	D10012
3515030000	D100650800	D10012
3515030000	D100650900	D10012
3515030000	D100651000	D10012
3515030000	D100651100	D10012
3515030000	D100651200	D10012
3515030000	D100651300	D10012
3515030000	D100651400	D10012
3515030000	D100651500	D10012
3515030000	D100651600	D10012
3515030000	D100651700	D10012
3515030000	D100651800	D10012
3515030000	D100651900	D10012
3515030000	D100652000	D10012
3515030000	D100652100	D10012
3515030000	D100652200	D10012
3515030000	D100611600	D10012
3515030000	D100611700	D10012
3515030000	D100870000	D10012
3515030000	D100871200	D10012
3515040000	D100650000	D10012
3515040000	D100650200	D10012
3515040000	D100650300	D10012
3515040000	D100650400	D10012
3515040000	D100650500	D10012
3515040000	D100650600	D10012
3515040000	D100650700	D10012
3515040000	D100650800	D10012
3515040000	D100650900	D10012
3515040000	D100651000	D10012
3515040000	D100651100	D10012
3515040000	D100651200	D10012
3515040000	D100651300	D10012
3515040000	D100651400	D10012
3515040000	D100651500	D10012
3515040000	D100651600	D10012
3515040000	D100651700	D10012
3515040000	D100651800	D10012
3515040000	D100651900	D10012
3515040000	D100652000	D10012
3515040000	D100652100	D10012
3515040000	D100652200	D10012
3515040000	D100611600	D10012
3515040000	D100611700	D10012
3515040000	D100870000	D10012
3515040000	D100871200	D10012
3515050000	D100650000	D10012
3515050000	D100650200	D10012
3515050000	D100650300	D10012
3515050000	D100650400	D10012
3515050000	D100650500	D10012
3515050000	D100650600	D10012
3515050000	D100650700	D10012
3515050000	D100650800	D10012
3515050000	D100650900	D10012
3515050000	D100651000	D10012
3515050000	D100651100	D10012
3515050000	D100651200	D10012
3515050000	D100651300	D10012
3515050000	D100651400	D10012
3515050000	D100651500	D10012
3515050000	D100651600	D10012
3515050000	D100651700	D10012
3515050000	D100651800	D10012
3515050000	D100651900	D10012
3515050000	D100652000	D10012
3515050000	D100652100	D10012
3515050000	D100652200	D10012
3515050000	D100611600	D10012
3515050000	D100611700	D10012
3515050000	D100870000	D10012
3515050000	D100871200	D10012
3516010000	D100650000	D10022
3516010000	D100650200	D10022
3516010000	D100650300	D10022
3516010000	D100650400	D10022
3516010000	D100650500	D10022
3516010000	D100650600	D10022
3516010000	D100650700	D10022
3516010000	D100650800	D10022
3516010000	D100650900	D10022
3516010000	D100651000	D10022
3516010000	D100651100	D10022
3516010000	D100651200	D10022
3516010000	D100651300	D10022
3516010000	D100651400	D10022
3516010000	D100651500	D10022
3516010000	D100651600	D10022
3516010000	D100651700	D10022
3516010000	D100651800	D10022
3516010000	D100651900	D10022
3516010000	D100652000	D10022
3516010000	D100652100	D10022
3516010000	D100652200	D10022
3516010000	D100611600	D10022
3516010000	D100611700	D10022
3516010000	D100870000	D10022
3516010000	D100871200	D10022
3516020000	D100650000	D10003
3516020000	D100650200	D10003
3516020000	D100650300	D10003
3516020000	D100650400	D10003
3516020000	D100650500	D10003
3516020000	D100650600	D10003
3516020000	D100650700	D10003
3516020000	D100650800	D10003
3516020000	D100650900	D10003
3516020000	D100651000	D10003
3516020000	D100651100	D10003
3516020000	D100651200	D10003
3516020000	D100651300	D10003
3516020000	D100651400	D10003
3516020000	D100651500	D10003
3516020000	D100651600	D10003
3516020000	D100651700	D10003
3516020000	D100651800	D10003
3516020000	D100651900	D10003
3516020000	D100652000	D10003
3516020000	D100652100	D10003
3516020000	D100652200	D10003
3516020000	D100611600	D10003
3516020000	D100611700	D10003
3516020000	D100870000	D10003
3516020000	D100871200	D10003
3516030000	D100650000	D10003
3516030000	D100650200	D10003
3516030000	D100650300	D10003
3516030000	D100650400	D10003
3516030000	D100650500	D10003
3516030000	D100650600	D10003
3516030000	D100650700	D10003
3516030000	D100650800	D10003
3516030000	D100650900	D10003
3516030000	D100651000	D10003
3516030000	D100651100	D10003
3516030000	D100651200	D10003
3516030000	D100651300	D10003
3516030000	D100651400	D10003
3516030000	D100651500	D10003
3516030000	D100651600	D10003
3516030000	D100651700	D10003
3516030000	D100651800	D10003
3516030000	D100651900	D10003
3516030000	D100652000	D10003
3516030000	D100652100	D10003
3516030000	D100652200	D10003
3516030000	D100611600	D10003
3516030000	D100611700	D10003
3516030000	D100870000	D10003
3516030000	D100871200	D10003
3517010000	D100650000	D10001
3517010000	D100650200	D10001
3517010000	D100650300	D10001
3517010000	D100650400	D10001
3517010000	D100650500	D10001
3517010000	D100650600	D10001
3517010000	D100650700	D10001
3517010000	D100650800	D10001
3517010000	D100650900	D10001
3517010000	D100651000	D10001
3517010000	D100651100	D10001
3517010000	D100651200	D10001
3517010000	D100651300	D10001
3517010000	D100651400	D10001
3517010000	D100651500	D10001
3517010000	D100651600	D10001
3517010000	D100651700	D10001
3517010000	D100651800	D10001
3517010000	D100651900	D10001
3517010000	D100652000	D10001
3517010000	D100652100	D10001
3517010000	D100652200	D10001
3517010000	D100611600	D10001
3517010000	D100611700	D10001
3517010000	D100870000	D10001
3517010000	D100871200	D10001
3517020000	D100650000	D10001
3517020000	D100650200	D10001
3517020000	D100650300	D10001
3517020000	D100650400	D10001
3517020000	D100650500	D10001
3517020000	D100650600	D10001
3517020000	D100650700	D10001
3517020000	D100650800	D10001
3517020000	D100650900	D10001
3517020000	D100651000	D10001
3517020000	D100651100	D10001
3517020000	D100651200	D10001
3517020000	D100651300	D10001
3517020000	D100651400	D10001
3517020000	D100651500	D10001
3517020000	D100651600	D10001
3517020000	D100651700	D10001
3517020000	D100651800	D10001
3517020000	D100651900	D10001
3517020000	D100652000	D10001
3517020000	D100652100	D10001
3517020000	D100652200	D10001
3517020000	D100611600	D10001
3517020000	D100611700	D10001
3517020000	D100870000	D10001
3517020000	D100871200	D10001
3517030000	D100650000	D10001
3517030000	D100650200	D10001
3517030000	D100650300	D10001
3517030000	D100650400	D10001
3517030000	D100650500	D10001
3517030000	D100650600	D10001
3517030000	D100650700	D10001
3517030000	D100650800	D10001
3517030000	D100650900	D10001
3517030000	D100651000	D10001
3517030000	D100651100	D10001
3517030000	D100651200	D10001
3517030000	D100651300	D10001
3517030000	D100651400	D10001
3517030000	D100651500	D10001
3517030000	D100651600	D10001
3517030000	D100651700	D10001
3517030000	D100651800	D10001
3517030000	D100651900	D10001
3517030000	D100652000	D10001
3517030000	D100652100	D10001
3517030000	D100652200	D10001
3517030000	D100611600	D10001
3517030000	D100611700	D10001
3517030000	D100870000	D10001
3517030000	D100871200	D10001
3517040000	D100650000	D10001
3517040000	D100650200	D10001
3517040000	D100650300	D10001
3517040000	D100650400	D10001
3517040000	D100650500	D10001
3517040000	D100650600	D10001
3517040000	D100650700	D10001
3517040000	D100650800	D10001
3517040000	D100650900	D10001
3517040000	D100651000	D10001
3517040000	D100651100	D10001
3517040000	D100651200	D10001
3517040000	D100651300	D10001
3517040000	D100651400	D10001
3517040000	D100651500	D10001
3517040000	D100651600	D10001
3517040000	D100651700	D10001
3517040000	D100651800	D10001
3517040000	D100651900	D10001
3517040000	D100652000	D10001
3517040000	D100652100	D10001
3517040000	D100652200	D10001
3517040000	D100611600	D10001
3517040000	D100611700	D10001
3517040000	D100870000	D10001
3517040000	D100871200	D10001
3517050000	D100650000	D10001
3517050000	D100650200	D10001
3517050000	D100650300	D10001
3517050000	D100650400	D10001
3517050000	D100650500	D10001
3517050000	D100650600	D10001
3517050000	D100650700	D10001
3517050000	D100650800	D10001
3517050000	D100650900	D10001
3517050000	D100651000	D10001
3517050000	D100651100	D10001
3517050000	D100651200	D10001
3517050000	D100651300	D10001
3517050000	D100651400	D10001
3517050000	D100651500	D10001
3517050000	D100651600	D10001
3517050000	D100651700	D10001
3517050000	D100651800	D10001
3517050000	D100651900	D10001
3517050000	D100652000	D10001
3517050000	D100652100	D10001
3517050000	D100652200	D10001
3517050000	D100611600	D10001
3517050000	D100611700	D10001
3517050000	D100870000	D10001
3517050000	D100871200	D10001
3517060000	D100650000	D10001
3517060000	D100650200	D10001
3517060000	D100650300	D10001
3517060000	D100650400	D10001
3517060000	D100650500	D10001
3517060000	D100650600	D10001
3517060000	D100650700	D10001
3517060000	D100650800	D10001
3517060000	D100650900	D10001
3517060000	D100651000	D10001
3517060000	D100651100	D10001
3517060000	D100651200	D10001
3517060000	D100651300	D10001
3517060000	D100651400	D10001
3517060000	D100651500	D10001
3517060000	D100651600	D10001
3517060000	D100651700	D10001
3517060000	D100651800	D10001
3517060000	D100651900	D10001
3517060000	D100652000	D10001
3517060000	D100652100	D10001
3517060000	D100652200	D10001
3517060000	D100611600	D10001
3517060000	D100611700	D10001
3517060000	D100870000	D10001
3517060000	D100871200	D10001
3518000000	D100650000	D10004
3518000000	D100650200	D10004
3518000000	D100650300	D10004
3518000000	D100650400	D10004
3518000000	D100650500	D10004
3518000000	D100650600	D10004
3518000000	D100650700	D10004
3518000000	D100650800	D10004
3518000000	D100650900	D10004
3518000000	D100651000	D10004
3518000000	D100651100	D10004
3518000000	D100651200	D10004
3518000000	D100651300	D10004
3518000000	D100651400	D10004
3518000000	D100651500	D10004
3518000000	D100651600	D10004
3518000000	D100651700	D10004
3518000000	D100651800	D10004
3518000000	D100651900	D10004
3518000000	D100652000	D10004
3518000000	D100652100	D10004
3518000000	D100652200	D10004
3518000000	D100611600	D10004
3518000000	D100611700	D10004
3518000000	D100870000	D10004
3518000000	D100871200	D10004
3519010000	D100650000	D10014
3519010000	D100650200	D10014
3519010000	D100650300	D10014
3519010000	D100650400	D10014
3519010000	D100650500	D10014
3519010000	D100650600	D10014
3519010000	D100650700	D10014
3519010000	D100650800	D10014
3519010000	D100650900	D10014
3519010000	D100651000	D10014
3519010000	D100651100	D10014
3519010000	D100651200	D10014
3519010000	D100651300	D10014
3519010000	D100651400	D10014
3519010000	D100651500	D10014
3519010000	D100651600	D10014
3519010000	D100651700	D10014
3519010000	D100651800	D10014
3519010000	D100651900	D10014
3519010000	D100652000	D10014
3519010000	D100652100	D10014
3519010000	D100652200	D10014
3519010000	D100611600	D10014
3519010000	D100611700	D10014
3519010000	D100870000	D10014
3519010000	D100871200	D10014
3519020000	D100650000	D10014
3519020000	D100650200	D10014
3519020000	D100650300	D10014
3519020000	D100650400	D10014
3519020000	D100650500	D10014
3519020000	D100650600	D10014
3519020000	D100650700	D10014
3519020000	D100650800	D10014
3519020000	D100650900	D10014
3519020000	D100651000	D10014
3519020000	D100651100	D10014
3519020000	D100651200	D10014
3519020000	D100651300	D10014
3519020000	D100651400	D10014
3519020000	D100651500	D10014
3519020000	D100651600	D10014
3519020000	D100651700	D10014
3519020000	D100651800	D10014
3519020000	D100651900	D10014
3519020000	D100652000	D10014
3519020000	D100652100	D10014
3519020000	D100652200	D10014
3519020000	D100611600	D10014
3519020000	D100611700	D10014
3519020000	D100870000	D10014
3519020000	D100871200	D10014
3519030000	D100650000	D10014
3519030000	D100650200	D10014
3519030000	D100650300	D10014
3519030000	D100650400	D10014
3519030000	D100650500	D10014
3519030000	D100650600	D10014
3519030000	D100650700	D10014
3519030000	D100650800	D10014
3519030000	D100650900	D10014
3519030000	D100651000	D10014
3519030000	D100651100	D10014
3519030000	D100651200	D10014
3519030000	D100651300	D10014
3519030000	D100651400	D10014
3519030000	D100651500	D10014
3519030000	D100651600	D10014
3519030000	D100651700	D10014
3519030000	D100651800	D10014
3519030000	D100651900	D10014
3519030000	D100652000	D10014
3519030000	D100652100	D10014
3519030000	D100652200	D10014
3519030000	D100611600	D10014
3519030000	D100611700	D10014
3519030000	D100870000	D10014
3519030000	D100871200	D10014
3519050000	D100650000	D10014
3519050000	D100650200	D10014
3519050000	D100650300	D10014
3519050000	D100650400	D10014
3519050000	D100650500	D10014
3519050000	D100650600	D10014
3519050000	D100650700	D10014
3519050000	D100650800	D10014
3519050000	D100650900	D10014
3519050000	D100651000	D10014
3519050000	D100651100	D10014
3519050000	D100651200	D10014
3519050000	D100651300	D10014
3519050000	D100651400	D10014
3519050000	D100651500	D10014
3519050000	D100651600	D10014
3519050000	D100651700	D10014
3519050000	D100651800	D10014
3519050000	D100651900	D10014
3519050000	D100652000	D10014
3519050000	D100652100	D10014
3519050000	D100652200	D10014
3519050000	D100611600	D10014
3519050000	D100611700	D10014
3519050000	D100870000	D10014
3519050000	D100871200	D10014
3520000000	D100650000	D10015
3520000000	D100650200	D10015
3520000000	D100650300	D10015
3520000000	D100650400	D10015
3520000000	D100650500	D10015
3520000000	D100650600	D10015
3520000000	D100650700	D10015
3520000000	D100650800	D10015
3520000000	D100650900	D10015
3520000000	D100651000	D10015
3520000000	D100651100	D10015
3520000000	D100651200	D10015
3520000000	D100651300	D10015
3520000000	D100651400	D10015
3520000000	D100651500	D10015
3520000000	D100651600	D10015
3520000000	D100651700	D10015
3520000000	D100651800	D10015
3520000000	D100651900	D10015
3520000000	D100652000	D10015
3520000000	D100652100	D10015
3520000000	D100652200	D10015
3520000000	D100611600	D10015
3520000000	D100611700	D10015
3520000000	D100870000	D10015
3520000000	D100871200	D10015
3522000000	D100650000	D10007
3522000000	D100650200	D10007
3522000000	D100650300	D10007
3522000000	D100650400	D10007
3522000000	D100650500	D10007
3522000000	D100650600	D10007
3522000000	D100650700	D10007
3522000000	D100650800	D10007
3522000000	D100650900	D10007
3522000000	D100651000	D10007
3522000000	D100651100	D10007
3522000000	D100651200	D10007
3522000000	D100651300	D10007
3522000000	D100651400	D10007
3522000000	D100651500	D10007
3522000000	D100651600	D10007
3522000000	D100651700	D10007
3522000000	D100651800	D10007
3522000000	D100651900	D10007
3522000000	D100652000	D10007
3522000000	D100652100	D10007
3522000000	D100652200	D10007
3522000000	D100611600	D10007
3522000000	D100611700	D10007
3522000000	D100870000	D10007
3522000000	D100871200	D10007
3522010000	D100650000	D10007
3522010000	D100650200	D10007
3522010000	D100650300	D10007
3522010000	D100650400	D10007
3522010000	D100650500	D10007
3522010000	D100650600	D10007
3522010000	D100650700	D10007
3522010000	D100650800	D10007
3522010000	D100650900	D10007
3522010000	D100651000	D10007
3522010000	D100651100	D10007
3522010000	D100651200	D10007
3522010000	D100651300	D10007
3522010000	D100651400	D10007
3522010000	D100651500	D10007
3522010000	D100651600	D10007
3522010000	D100651700	D10007
3522010000	D100651800	D10007
3522010000	D100651900	D10007
3522010000	D100652000	D10007
3522010000	D100652100	D10007
3522010000	D100652200	D10007
3522010000	D100611600	D10007
3522010000	D100611700	D10007
3522010000	D100870000	D10007
3522010000	D100871200	D10007
3522020000	D100650000	D10007
3522020000	D100650200	D10007
3522020000	D100650300	D10007
3522020000	D100650400	D10007
3522020000	D100650500	D10007
3522020000	D100650600	D10007
3522020000	D100650700	D10007
3522020000	D100650800	D10007
3522020000	D100650900	D10007
3522020000	D100651000	D10007
3522020000	D100651100	D10007
3522020000	D100651200	D10007
3522020000	D100651300	D10007
3522020000	D100651400	D10007
3522020000	D100651500	D10007
3522020000	D100651600	D10007
3522020000	D100651700	D10007
3522020000	D100651800	D10007
3522020000	D100651900	D10007
3522020000	D100652000	D10007
3522020000	D100652100	D10007
3522020000	D100652200	D10007
3522020000	D100611600	D10007
3522020000	D100611700	D10007
3522020000	D100870000	D10007
3522020000	D100871200	D10007
3522030000	D100650000	D10007
3522030000	D100650200	D10007
3522030000	D100650300	D10007
3522030000	D100650400	D10007
3522030000	D100650500	D10007
3522030000	D100650600	D10007
3522030000	D100650700	D10007
3522030000	D100650800	D10007
3522030000	D100650900	D10007
3522030000	D100651000	D10007
3522030000	D100651100	D10007
3522030000	D100651200	D10007
3522030000	D100651300	D10007
3522030000	D100651400	D10007
3522030000	D100651500	D10007
3522030000	D100651600	D10007
3522030000	D100651700	D10007
3522030000	D100651800	D10007
3522030000	D100651900	D10007
3522030000	D100652000	D10007
3522030000	D100652100	D10007
3522030000	D100652200	D10007
3522030000	D100611600	D10007
3522030000	D100611700	D10007
3522030000	D100870000	D10007
3522030000	D100871200	D10007
3523000000	D100650000	D10005
3523000000	D100650200	D10005
3523000000	D100650300	D10005
3523000000	D100650400	D10005
3523000000	D100650500	D10005
3523000000	D100650600	D10005
3523000000	D100650700	D10005
3523000000	D100650800	D10005
3523000000	D100650900	D10005
3523000000	D100651000	D10005
3523000000	D100651100	D10005
3523000000	D100651200	D10005
3523000000	D100651300	D10005
3523000000	D100651400	D10005
3523000000	D100651500	D10005
3523000000	D100651600	D10005
3523000000	D100651700	D10005
3523000000	D100651800	D10005
3523000000	D100651900	D10005
3523000000	D100652000	D10005
3523000000	D100652100	D10005
3523000000	D100652200	D10005
3523000000	D100611600	D10005
3523000000	D100611700	D10005
3523000000	D100870000	D10005
3523000000	D100871200	D10005
3524000000	D100650000	D10007
3524000000	D100650200	D10007
3524000000	D100650300	D10007
3524000000	D100650400	D10007
3524000000	D100650500	D10007
3524000000	D100650600	D10007
3524000000	D100650700	D10007
3524000000	D100650800	D10007
3524000000	D100650900	D10007
3524000000	D100651000	D10007
3524000000	D100651100	D10007
3524000000	D100651200	D10007
3524000000	D100651300	D10007
3524000000	D100651400	D10007
3524000000	D100651500	D10007
3524000000	D100651600	D10007
3524000000	D100651700	D10007
3524000000	D100651800	D10007
3524000000	D100651900	D10007
3524000000	D100652000	D10007
3524000000	D100652100	D10007
3524000000	D100652200	D10007
3524000000	D100611600	D10007
3524000000	D100611700	D10007
3524000000	D100870000	D10007
3524000000	D100871200	D10007
3526010000	D100650000	D10022
3526010000	D100650200	D10022
3526010000	D100650300	D10022
3526010000	D100650400	D10022
3526010000	D100650500	D10022
3526010000	D100650600	D10022
3526010000	D100650700	D10022
3526010000	D100650800	D10022
3526010000	D100650900	D10022
3526010000	D100651000	D10022
3526010000	D100651100	D10022
3526010000	D100651200	D10022
3526010000	D100651300	D10022
3526010000	D100651400	D10022
3526010000	D100651500	D10022
3526010000	D100651600	D10022
3526010000	D100651700	D10022
3526010000	D100651800	D10022
3526010000	D100651900	D10022
3526010000	D100652000	D10022
3526010000	D100652100	D10022
3526010000	D100652200	D10022
3526010000	D100611600	D10022
3526010000	D100611700	D10022
3526010000	D100870000	D10022
3526010000	D100871200	D10022
3528020000	D100650000	D10020
3528020000	D100650200	D10020
3528020000	D100650300	D10020
3528020000	D100650400	D10020
3528020000	D100650500	D10020
3528020000	D100650600	D10020
3528020000	D100650700	D10020
3528020000	D100650800	D10020
3528020000	D100650900	D10020
3528020000	D100651000	D10020
3528020000	D100651100	D10020
3528020000	D100651200	D10020
3528020000	D100651300	D10020
3528020000	D100651400	D10020
3528020000	D100651500	D10020
3528020000	D100651600	D10020
3528020000	D100651700	D10020
3528020000	D100651800	D10020
3528020000	D100651900	D10020
3528020000	D100652000	D10020
3528020000	D100652100	D10020
3528020000	D100652200	D10020
3528020000	D100611600	D10020
3528020000	D100611700	D10020
3528020000	D100870000	D10020
3528020000	D100871200	D10020
3528030000	D100650000	D10020
3528030000	D100650200	D10020
3528030000	D100650300	D10020
3528030000	D100650400	D10020
3528030000	D100650500	D10020
3528030000	D100650600	D10020
3528030000	D100650700	D10020
3528030000	D100650800	D10020
3528030000	D100650900	D10020
3528030000	D100651000	D10020
3528030000	D100651100	D10020
3528030000	D100651200	D10020
3528030000	D100651300	D10020
3528030000	D100651400	D10020
3528030000	D100651500	D10020
3528030000	D100651600	D10020
3528030000	D100651700	D10020
3528030000	D100651800	D10020
3528030000	D100651900	D10020
3528030000	D100652000	D10020
3528030000	D100652100	D10020
3528030000	D100652200	D10020
3528030000	D100611600	D10020
3528030000	D100611700	D10020
3528030000	D100870000	D10020
3528030000	D100871200	D10020
3528040000	D100650000	D10020
3528040000	D100650200	D10020
3528040000	D100650300	D10020
3528040000	D100650400	D10020
3528040000	D100650500	D10020
3528040000	D100650600	D10020
3528040000	D100650700	D10020
3528040000	D100650800	D10020
3528040000	D100650900	D10020
3528040000	D100651000	D10020
3528040000	D100651100	D10020
3528040000	D100651200	D10020
3528040000	D100651300	D10020
3528040000	D100651400	D10020
3528040000	D100651500	D10020
3528040000	D100651600	D10020
3528040000	D100651700	D10020
3528040000	D100651800	D10020
3528040000	D100651900	D10020
3528040000	D100652000	D10020
3528040000	D100652100	D10020
3528040000	D100652200	D10020
3528040000	D100611600	D10020
3528040000	D100611700	D10020
3528040000	D100870000	D10020
3528040000	D100871200	D10020
3528050000	D100650000	D10001
3528050000	D100650200	D10001
3528050000	D100650300	D10001
3528050000	D100650400	D10001
3528050000	D100650500	D10001
3528050000	D100650600	D10001
3528050000	D100650700	D10001
3528050000	D100650800	D10001
3528050000	D100650900	D10001
3528050000	D100651000	D10001
3528050000	D100651100	D10001
3528050000	D100651200	D10001
3528050000	D100651300	D10001
3528050000	D100651400	D10001
3528050000	D100651500	D10001
3528050000	D100651600	D10001
3528050000	D100651700	D10001
3528050000	D100651800	D10001
3528050000	D100651900	D10001
3528050000	D100652000	D10001
3528050000	D100652100	D10001
3528050000	D100652200	D10001
3528050000	D100611600	D10001
3528050000	D100611700	D10001
3528050000	D100870000	D10001
3528050000	D100871200	D10001
3528060000	D100650000	D10012
3528060000	D100650200	D10012
3528060000	D100650300	D10012
3528060000	D100650400	D10012
3528060000	D100650500	D10012
3528060000	D100650600	D10012
3528060000	D100650700	D10012
3528060000	D100650800	D10012
3528060000	D100650900	D10012
3528060000	D100651000	D10012
3528060000	D100651100	D10012
3528060000	D100651200	D10012
3528060000	D100651300	D10012
3528060000	D100651400	D10012
3528060000	D100651500	D10012
3528060000	D100651600	D10012
3528060000	D100651700	D10012
3528060000	D100651800	D10012
3528060000	D100651900	D10012
3528060000	D100652000	D10012
3528060000	D100652100	D10012
3528060000	D100652200	D10012
3528060000	D100611600	D10012
3528060000	D100611700	D10012
3528060000	D100870000	D10012
3528060000	D100871200	D10012
3528080000	D100650000	D10018
3528080000	D100650200	D10018
3528080000	D100650300	D10018
3528080000	D100650400	D10018
3528080000	D100650500	D10018
3528080000	D100650600	D10018
3528080000	D100650700	D10018
3528080000	D100650800	D10018
3528080000	D100650900	D10018
3528080000	D100651000	D10018
3528080000	D100651100	D10018
3528080000	D100651200	D10018
3528080000	D100651300	D10018
3528080000	D100651400	D10018
3528080000	D100651500	D10018
3528080000	D100651600	D10018
3528080000	D100651700	D10018
3528080000	D100651800	D10018
3528080000	D100651900	D10018
3528080000	D100652000	D10018
3528080000	D100652100	D10018
3528080000	D100652200	D10018
3528080000	D100611600	D10018
3528080000	D100611700	D10018
3528080000	D100870000	D10018
3528080000	D100871200	D10018
3528090000	D100650200	D10001
3528090000	D100652100	D10022
3528100000	D100650000	D10021
3528100000	D100650200	D10021
3528100000	D100650300	D10021
3528100000	D100650400	D10021
3528100000	D100650500	D10021
3528100000	D100650600	D10021
3528100000	D100650700	D10021
3528100000	D100650800	D10021
3528100000	D100650900	D10021
3528100000	D100651000	D10021
3528100000	D100651100	D10021
3528100000	D100651200	D10021
3528100000	D100651300	D10021
3528100000	D100651400	D10021
3528100000	D100651500	D10021
3528100000	D100651600	D10021
3528100000	D100651700	D10021
3528100000	D100651800	D10021
3528100000	D100651900	D10021
3528100000	D100652000	D10021
3528100000	D100652100	D10021
3528100000	D100652200	D10021
3528100000	D100611600	D10021
3528100000	D100611700	D10021
3528100000	D100870000	D10021
3528100000	D100871200	D10021
3528110000	D100650000	D10004
3528110000	D100650200	D10004
3528110000	D100650300	D10004
3528110000	D100650400	D10004
3528110000	D100650500	D10004
3528110000	D100650600	D10004
3528110000	D100650700	D10004
3528110000	D100650800	D10004
3528110000	D100650900	D10004
3528110000	D100651000	D10004
3528110000	D100651100	D10004
3528110000	D100651200	D10004
3528110000	D100651300	D10004
3528110000	D100651400	D10004
3528110000	D100651500	D10004
3528110000	D100651600	D10004
3528110000	D100651700	D10004
3528110000	D100651800	D10004
3528110000	D100651900	D10004
3528110000	D100652000	D10004
3528110000	D100652100	D10004
3528110000	D100652200	D10004
